type,actor_name,message_type_or_count,value
LATENCY,ParameterShardActor,Gradient,2799
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,19
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1474
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,824
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-4,Decode,1098
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Backward,30231
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-2,Backward,3130
LATENCY,dataShard-4,ComputeLossWithReply,3822
LOAD,dataShard-4,COUNT,1
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,15
LOAD,dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2377
LOAD,ParameterShardActor,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,2798
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,dataShard-2,ParameterReceived,26
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Backward,1240
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1272
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,34749
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,1010
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,759
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,2460
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,195
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,Decode,1094
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,Decode,1095
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2423
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,15
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,2865
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,3523
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,2565
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,23993
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,679
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,3641
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,1129
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,Decode,905
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,Backward,26280
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,34
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Backward,2289
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,Backward,2490
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,10
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,8011
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,886
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,3930
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,Decode,3145
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,2659
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-1,Backward,1560
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-1,Backward,2025
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,4
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,Backward,9228
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,6
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,6144
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,3161
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,15080
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,27
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,1256
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1591
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,699
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2625
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,22
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1239
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,836
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,5812
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,6
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,Decode,6170
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,6806
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,9669
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,28
LOAD,dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2418
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,23
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,3370
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,7383
LATENCY,decoder-dataShard-0,LossResponse,4777
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,2539
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2900
LOAD,ParameterShardActor,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,2842
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-4,ParameterReceived,12
LOAD,dataShard-4,COUNT,1
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,747
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,6105
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Backward,1207
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1381
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,Decode,862
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,825
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,625
LOAD,latent-dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Backward,2441
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,Decode,833
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1863
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,9
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,3399
LOAD,dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2370
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,12
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,3004
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1237
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,1590
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,3010
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,3912
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,Decode,7183
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,1104
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Backward,1134
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1827
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,14
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,3084
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,Decode,5460
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,4116
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,5
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,2289
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2649
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,15
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Backward,2788
LATENCY,encoder-dataShard-0,Backward,14960
LOAD,latent-dataShard-1,COUNT,1
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,4
LOAD,dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2959
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,19
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,4413
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,5619
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1966
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,705
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,Backward,2822
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,6
LOAD,dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2927
LOAD,ParameterShardActor,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,995
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-0,ParameterReceived,19
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,1242
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,Decode,953
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,2650
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2653
LATENCY,latent-dataShard-3,Backward,1062
LOAD,ParameterShardActor,COUNT,1
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-1,ParameterReceived,19
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,3511
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,643
LOAD,latent-dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,3433
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1711
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1839
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,8
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,4297
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,538
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-1,Decode,837
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,1698
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2456
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,11
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,2495
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-2,Backward,1090
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1374
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,3040
LOAD,dataShard-1,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,2962
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,989
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,5055
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-4,Backward,1116
LATENCY,encoder-dataShard-2,Backward,2090
LOAD,latent-dataShard-4,COUNT,1
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,18
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,2164
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,2454
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,Decode,1869
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Backward,1184
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1918
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,4
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Backward,1200
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2731
LOAD,ParameterShardActor,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1741
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,4
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-2,ParameterReceived,18
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,2995
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2150
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,16
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1246
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,2365
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,688
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2097
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,11
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-3,Backward,1069
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,Decode,764
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,961
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,541
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1899
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,9
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,Decode,859
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,3036
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2086
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,12
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,2896
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,940
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,2162
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,563
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-3,Decode,656
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Backward,912
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1917
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,12515
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,14
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,Backward,2021
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,5
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,3783
LATENCY,latent-dataShard-0,Backward,3199
LOAD,latent-dataShard-0,COUNT,1
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,Backward,2197
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,6
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,3223
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-3,Backward,1267
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-3,Backward,2421
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,7
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,13694
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,28
LOAD,dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2028
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,29
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1207
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1764
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,18
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,663
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1130
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,633
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1865
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,22
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,Decode,939
LATENCY,decoder-dataShard-4,Decode,2628
LOAD,decoder-dataShard-4,COUNT,1
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,3035
LATENCY,dataShard-4,ComputeLossWithReply,3033
LOAD,dataShard-0,COUNT,1
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,2047
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,2094
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Backward,1201
LATENCY,latent-dataShard-4,Backward,1187
LOAD,latent-dataShard-0,COUNT,1
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,2862
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,Backward,2866
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,9
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,4
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1886
LOAD,ParameterShardActor,COUNT,1
LATENCY,ParameterShardActor,Gradient,4191
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,20
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-4,ParameterReceived,10
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,47497
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,22896
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,645
LATENCY,latent-dataShard-2,Reparametize,793
LOAD,latent-dataShard-2,COUNT,1
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1057
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,Decode,725
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,Decode,728
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,613
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-4,Decode,690
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,2494
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,2794
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,3899
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,2688
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,2683
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,1329
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,2973
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Backward,1204
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Backward,1220
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,Backward,2110
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,10
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1469
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,10
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,Backward,2273
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,7
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,3009
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,27
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1241
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,1249
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2854
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,16
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,Decode,768
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,983
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,565
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2206
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,15
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,Decode,834
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1520
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,3973
LATENCY,latent-dataShard-4,Reparametize,695
LOAD,dataShard-2,COUNT,1
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,2698
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,Decode,911
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,2196
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1859
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,1120
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Backward,1119
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,3065
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1813
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,9
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,Backward,2235
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,2
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,2477
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,45439
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,693
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2139
LOAD,ParameterShardActor,COUNT,1
LATENCY,latent-dataShard-4,Backward,1313
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-1,ParameterReceived,75
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,30020
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,853
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,915
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,967
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2366
LOAD,ParameterShardActor,COUNT,1
LATENCY,decoder-dataShard-0,Decode,672
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-2,ParameterReceived,18
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,Decode,2950
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1056
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,1000
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-2,Decode,901
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,3204
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,2187
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,3083
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,998
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,2317
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1923
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,22
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Backward,1511
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2536
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,25
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,995
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,Backward,2596
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,20
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,669
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-3,Decode,917
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2277
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,12
LOAD,dataShard-2,COUNT,1
